NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
449	627.973	6.122	122.088	5.229	0.004	0.999	20000.0
450	660.522	6.443	119.634	5.054	0.004	0.999	20000.0
451	608.835	5.936	116.358	4.972	0.004	0.999	20000.0
452	652.804	6.361	129.807	5.539	0.004	0.998	20000.0
453	590.529	5.752	104.901	4.453	0.005	0.999	20000.0
454	702.592	6.853	138.397	5.829	0.005	0.998	20000.0
455	646.109	6.29	121.394	5.085	0.005	0.999	20000.0
456	727.067	7.091	130.248	5.467	0.006	0.998	20000.0
457	692.14	6.742	129.725	5.521	0.005	0.998	20000.0
458	676.034	6.596	118.621	5.019	0.005	0.999	20000.0
459	586.618	5.722	125.01	5.359	0.004	0.999	20000.0
460	704.455	6.862	130.907	5.58	0.005	0.998	20000.0
461	651.806	6.353	123.458	5.221	0.005	0.999	20000.0
462	610.75	5.946	112.186	4.695	0.005	0.999	20000.0
463	730.132	7.121	132.788	5.603	0.006	0.998	20000.0
464	650.166	6.336	133.299	5.635	0.005	0.998	20000.0
465	609.079	5.943	110.959	4.728	0.004	0.998	20000.0
466	691.979	6.746	164.024	6.961	0.005	0.997	20000.0
467	687.669	6.705	127.717	5.464	0.005	0.999	20000.0
468	669.446	6.522	124.672	5.292	0.005	0.998	20000.0
469	625.724	6.1	120.536	5.14	0.004	0.999	20000.0
470	669.363	6.525	123.02	5.315	0.005	0.998	20000.0
471	643.556	6.275	113.637	4.835	0.004	0.999	20000.0
472	646.303	6.301	134.617	5.692	0.004	0.998	20000.0
473	659.451	6.436	118.135	5.03	0.005	0.999	20000.0
474	631.122	6.147	121.294	5.154	0.004	0.999	20000.0
475	633.924	6.182	137.468	5.805	0.004	0.998	20000.0
476	663.148	6.463	123.535	5.273	0.004	0.998	20000.0
477	626.177	6.104	106.096	4.545	0.005	0.999	20000.0
478	555.673	5.416	89.529	3.837	0.004	0.999	20000.0
479	633.035	6.175	117.865	5.01	0.004	0.999	20000.0
480	668.111	6.509	121.937	5.179	0.005	0.999	20000.0
481	672.381	6.557	119.018	5.044	0.005	0.998	20000.0
482	615.303	5.994	120.37	5.07	0.004	0.998	20000.0
483	628.378	6.129	111.24	4.724	0.004	0.999	20000.0
484	681.898	6.644	122.139	5.235	0.005	0.999	20000.0
485	573.398	5.595	103.841	4.434	0.004	0.999	20000.0
486	743.731	7.248	146.846	6.177	0.005	0.998	20000.0
487	580.704	5.663	93.73	4.01	0.004	0.999	20000.0
488	576.038	5.62	103.836	4.396	0.004	0.999	20000.0
489	612.771	5.975	104.92	4.483	0.004	0.999	20000.0
490	700.04	6.824	130.444	5.492	0.005	0.998	20000.0
491	623.223	6.072	113.34	4.797	0.004	0.999	20000.0
492	602.948	5.881	101.894	4.299	0.004	0.999	20000.0
493	718.6	7.008	154.717	6.524	0.005	0.998	20000.0
494	669.781	6.537	131.759	5.628	0.004	0.998	20000.0
495	604.434	5.896	102.994	4.386	0.004	0.999	20000.0
496	609.196	5.935	114.539	4.87	0.004	0.999	20000.0
497	667.288	6.501	135.76	5.776	0.005	0.998	20000.0
498	620.14	6.039	114.498	4.857	0.004	0.999	20000.0
499	730.276	7.118	134.401	5.732	0.005	0.998	20000.0
500	589.026	5.739	111.334	4.758	0.004	0.999	20000.0
