NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
449	210.014	6.827	31.152	5.227	0.006	0.998	20000.0
450	219.647	7.111	32.805	5.406	0.007	0.998	20000.0
451	199.155	6.474	29.166	4.83	0.005	0.998	20000.0
452	215.168	7.079	38.431	6.397	0.006	0.997	20000.0
453	211.523	6.964	33.648	5.788	0.006	0.997	20000.0
454	197.84	6.469	29.532	5.061	0.006	0.998	20000.0
455	233.462	7.686	36.041	5.973	0.006	0.998	20000.0
456	242.757	7.921	37.853	6.397	0.006	0.997	20000.0
457	215.263	7.037	30.609	4.975	0.005	0.998	20000.0
458	183.287	5.999	29.378	4.961	0.006	0.998	20000.0
459	200.286	6.591	31.171	5.365	0.006	0.997	30000.0
460	185.112	5.998	27.643	4.555	0.005	0.998	30000.0
461	191.464	6.26	27.89	4.719	0.005	0.998	20000.0
462	223.767	7.303	30.226	5.083	0.006	0.998	20000.0
463	207.913	6.774	34.286	5.887	0.005	0.998	30000.0
464	224.613	7.296	32.245	5.405	0.007	0.998	20000.0
465	231.863	7.557	31.598	5.446	0.007	0.997	20000.0
466	207.721	6.814	32.322	5.456	0.006	0.997	30000.0
467	224.261	7.335	35.224	6.007	0.006	0.997	20000.0
468	187.285	6.162	27.142	4.691	0.006	0.998	20000.0
469	202.312	6.668	32.88	5.512	0.005	0.998	20000.0
470	212.244	6.946	33.015	5.491	0.005	0.998	30000.0
471	196.093	6.351	31.769	5.329	0.005	0.998	20000.0
472	221.111	7.288	34.448	5.884	0.007	0.997	20000.0
473	206.858	6.808	30.098	5.139	0.006	0.997	20000.0
474	246.329	8.066	34.666	5.922	0.007	0.997	70000.0
475	221.092	7.224	33.513	5.674	0.006	0.997	20000.0
476	231.567	7.583	33.386	5.623	0.006	0.997	30000.0
477	166.742	5.416	23.977	3.998	0.004	0.999	30000.0
478	262.141	8.569	38.809	6.609	0.007	0.997	30000.0
479	204.197	6.62	32.139	5.231	0.005	0.998	20000.0
480	236.747	7.751	33.587	5.613	0.007	0.997	40000.0
481	177.825	5.755	27.14	4.539	0.005	0.998	20000.0
482	199.715	6.494	30.049	5.076	0.005	0.998	30000.0
483	217.841	7.118	30.922	5.169	0.007	0.998	20000.0
484	220.96	7.251	34.873	5.799	0.006	0.998	30000.0
485	229.282	7.552	36.754	6.271	0.005	0.997	20000.0
486	210.216	6.926	34.719	5.744	0.006	0.997	40000.0
487	237.296	7.719	35.364	5.972	0.006	0.997	30000.0
488	211.495	6.96	33.85	5.713	0.007	0.997	40000.0
489	244.919	7.987	37.751	6.404	0.007	0.997	20000.0
490	203.069	6.601	33.277	5.482	0.005	0.997	30000.0
491	241.235	7.942	36.278	6.294	0.006	0.996	20000.0
492	213.846	6.994	32.166	5.414	0.006	0.997	20000.0
493	219.429	7.221	31.295	5.171	0.006	0.998	30000.0
494	229.795	7.504	33.361	5.653	0.006	0.997	20000.0
495	242.894	7.999	36.475	6.082	0.007	0.997	40000.0
496	183.241	5.937	28.308	4.666	0.005	0.998	30000.0
497	222.794	7.339	33.524	5.887	0.006	0.997	30000.0
498	239.43	7.882	33.568	5.743	0.007	0.997	20000.0
499	225.037	7.37	35.376	5.877	0.006	0.998	20000.0
500	223.943	7.277	34.955	6.061	0.006	0.997	50000.0
