NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
435	2073.868	3.486	293.816	4.296	0.001	0.996	20000.0
436	1969.896	3.312	275.502	4.032	0.001	0.996	20000.0
437	2025.72	3.407	283.666	4.145	0.001	0.996	20000.0
438	2138.789	3.597	294.827	4.31	0.001	0.996	20000.0
439	2042.871	3.438	287.23	4.203	0.001	0.996	20000.0
440	2078.0	3.491	292.665	4.273	0.001	0.996	20000.0
441	2110.023	3.547	282.779	4.133	0.001	0.996	20000.0
442	2135.416	3.587	310.691	4.538	0.001	0.995	20000.0
443	1948.339	3.275	289.545	4.23	0.001	0.996	20000.0
444	1977.462	3.324	280.694	4.106	0.001	0.996	20000.0
445	2119.197	3.563	290.978	4.256	0.001	0.996	20000.0
446	2021.134	3.398	276.87	4.049	0.001	0.996	20000.0
447	2283.713	3.838	314.616	4.594	0.001	0.995	20000.0
448	2138.535	3.595	299.697	4.38	0.001	0.996	20000.0
449	2047.571	3.439	285.421	4.176	0.001	0.996	20000.0
450	2219.003	3.729	304.172	4.451	0.001	0.995	20000.0
451	2028.196	3.412	287.346	4.196	0.001	0.996	20000.0
452	2135.236	3.591	311.276	4.556	0.001	0.995	20000.0
453	2026.892	3.406	276.308	4.041	0.001	0.996	20000.0
454	2015.719	3.387	276.138	4.03	0.001	0.996	20000.0
455	2134.311	3.584	301.234	4.4	0.001	0.996	20000.0
456	2186.161	3.678	306.192	4.467	0.001	0.996	20000.0
457	2092.638	3.519	296.345	4.322	0.001	0.996	20000.0
458	1949.121	3.278	280.937	4.104	0.001	0.996	20000.0
459	1992.629	3.35	279.2	4.081	0.001	0.996	20000.0
460	2130.113	3.582	300.749	4.393	0.001	0.996	20000.0
461	2043.691	3.435	301.387	4.409	0.001	0.995	20000.0
462	2102.516	3.534	282.934	4.131	0.001	0.996	20000.0
463	2088.717	3.51	283.922	4.146	0.001	0.996	20000.0
464	1916.062	3.22	265.378	3.878	0.001	0.997	20000.0
465	2236.735	3.759	308.916	4.51	0.001	0.995	20000.0
466	1995.001	3.353	277.686	4.053	0.001	0.996	20000.0
467	2068.902	3.48	274.131	4.012	0.001	0.996	20000.0
468	1974.438	3.321	277.701	4.059	0.001	0.996	20000.0
469	2097.776	3.524	299.174	4.371	0.001	0.996	20000.0
470	2006.557	3.372	285.584	4.169	0.001	0.996	20000.0
471	2037.227	3.423	274.68	4.009	0.001	0.996	20000.0
472	2054.65	3.454	287.187	4.197	0.001	0.996	20000.0
473	2140.212	3.597	293.89	4.29	0.001	0.996	20000.0
474	2199.84	3.696	333.834	4.872	0.001	0.994	20000.0
475	2184.492	3.671	300.548	4.393	0.001	0.996	20000.0
476	2043.249	3.435	288.827	4.215	0.001	0.996	20000.0
477	1980.998	3.33	290.449	4.243	0.001	0.996	20000.0
478	2050.866	3.447	274.781	4.014	0.001	0.996	20000.0
479	2048.904	3.446	293.929	4.291	0.001	0.996	20000.0
480	2148.053	3.609	298.844	4.366	0.001	0.996	20000.0
481	1924.336	3.236	263.975	3.856	0.001	0.997	20000.0
482	1834.466	3.084	263.07	3.847	0.001	0.997	20000.0
483	1888.007	3.174	262.268	3.831	0.001	0.997	20000.0
484	1909.616	3.211	272.933	3.993	0.001	0.996	20000.0
485	2007.7	3.374	274.21	4.006	0.001	0.996	20000.0
486	2015.521	3.388	280.897	4.099	0.001	0.996	20000.0
487	2098.415	3.527	297.008	4.339	0.001	0.996	20000.0
488	2222.116	3.736	304.709	4.454	0.001	0.995	20000.0
489	1940.329	3.262	274.934	4.019	0.001	0.996	20000.0
490	2274.967	3.823	312.4	4.566	0.001	0.995	20000.0
491	2115.602	3.555	296.904	4.339	0.001	0.996	20000.0
492	2209.506	3.716	303.829	4.434	0.001	0.995	20000.0
493	2061.272	3.466	283.173	4.145	0.001	0.996	20000.0
494	1930.244	3.247	272.734	3.992	0.001	0.996	20000.0
495	1963.854	3.302	280.597	4.101	0.001	0.996	20000.0
496	2128.395	3.58	297.587	4.352	0.001	0.996	20000.0
497	2232.73	3.751	314.286	4.589	0.001	0.995	20000.0
498	1987.881	3.342	290.902	4.243	0.001	0.996	20000.0
499	1925.473	3.239	274.43	4.012	0.001	0.996	20000.0
500	2026.452	3.407	277.915	4.068	0.001	0.996	20000.0
